State,Year,Gini-Indx,PopDens,Pov.%,GnLwRnk (Low is strict),Pop.,StateSqMi,AllVlntCrm,AllMrdr,GunHom.Rate100k,RapeRvsd,RapeLgcy,Robbery,AggvtdAsslt,MassShoot,MassShoot100k,MasShootY,FirearmSuic,AllSuic,House%OwnGuns,PolicKilledGun,PoliceKilledGun100k,NumOfPoliceOfficers,PoliceOfficers100k,GunRnkCATO,GunRnkEvryTwn,GunRnkAVG,PrcntBlck,PrcntHispORLat,PrtyRepub.,PrtyDemoc.,AlchlPerCap,MntlHlthRnk,PrcntHSchl,PrcntBchlr,RdntHntLic,RdntHntLic100k,GunShow100k,PrcntPopVet,PrcntPopUrbn,PrcntEvang.,CntryV.Rck,B5E,B5A,B5C,B5N,B5O,IATScore,UnHyphAm.,PrcntUnHyphAm.,PrcntConsrv,FxNwsCnsmp.,HnrCultr,CensS,CensNE,CensMW,CensW,MnMrdrWmn
Washington,2016,0.459,109.3571814,11,10,7288000,66644,302.2,2.7,2,42.2,31,77.5,179.7,8,0.1097694841,1,7.07,15.66,45.15,1,0.01372118551,10331,141.7535675,19,36,27.5,3.60,11.73,33,44,2.25,47,90.20,32.37,664818,9122.091109,0.74,9,84.05,25,4,30.6,55.8,45,36.9,56.6,0.365,305537,4.192329857,34.3,4,1,0,0,0,1,0.910
West Virginia,2016,0.471,76.0487582,18,34,1831102,24078,358.1,4.4,4.26,35.9,25.6,39.3,278.5,1,0.05461192222,1,13,19.77,65.76,0,0,3670,200.4257545,14,29,21.5,3.23,1.33,43,41,1.763333333,39,84.43,18.73,574973,31400.38075,2.48,9,48.72,39,2,38.5,51.8,42.6,79.2,36.8,0.414,233814,12.76903198,41.6,5,1,1,0,0,0,1.140
Wisconsin,2016,0.45,106.4022832,10.7,19,5778708,54310,305.9,4,3.25,34.2,25.2,81.4,186.3,2,0.03460981244,1,7.87,14.99,52.50,1,0.01730490622,12684,219.4954305,35,35,35,6.23,6.20,42,42,2.98,37,90.73,27.33,2789770,48276.70822,1.88,7,70.15,22,6,69.8,57.8,47.6,48.6,35.7,0.395,191028,3.305721625,39.4,4,0,0,0,1,0,0.967
Wyoming,2016,0.436,6.029876416,10.9,45,585501,97100,244.2,3.4,1.88,35,25.6,10.1,195.7,0,0,0,14.86,24.59,60.43,0,0,1407,240.3070191,2,1,1.5,1.00,9.40,57,25,2.706666667,29,92.33,25.17,169575,28962.37581,5.62,9,64.76,27,6,46,40.7,42.4,46.1,42.4,0.348,47854,8.173171352,51.4,1,1,0,0,0,1,0.700
Alabama,2015,0.481,95.65416601,16.3,36,4853875,50744,473,7.2,8.05,42,29.9,95,328.8,4,0.08240838505,1,10.87,15.44,70.40,0,0,8801,181.3190492,9,16,12.5,26.4,4,52,35,2,39,84.3,23.5,563503,11609.34305,0.78,9,59.04,49,7,55.5,52.7,55.5,48.7,42.7,0.439,674196,13.88985089,44.7,8,1,1,0,0,0,1.144
Alaska,2015,0.432,1.28981154,9.2,46,737709,571951,730.8,8,5.69,122,87.8,103.2,497.6,0,0,0,16.66,27.22,61.20,0,0,1285,174.187925,4,5,4.5,3.4,6.5,39,32,2.84,31,92.1,28,271067,36744.43446,0.33,10,66.02,22,5,50,50,50,50,50,0.382,27706,3.755681441,43.1,1,0,0,0,0,1,2.86
Arizona,2015,0.47,59.99529194,17.2,47,6817565,113635,410.2,4.5,3.46,45.6,33.3,93.3,266.9,6,0.08800796179,1,10.35,18.69,55.38,1,0.01466799363,12807,187.8529944,3,13,8,4.2,30.3,40,39,2.34,51,86,27.5,386069,5662.857633,1.2,8,89.81,26,5,50.6,46.6,58.4,38.1,54.7,0.398,319017,4.679339324,36,5,1,0,0,0,1,1.22
Arkansas,2015,0.477,57.19161481,16.1,37,2977853,52068,529.5,6.3,5.2,67.4,47.9,71.1,384.7,2,0.0671624825,1,11.48,19.37,59.27,1,0.03358124125,5860,196.7860737,32,22,27,15.5,6.9,46,38,1.83,43,84.8,21.1,380399,12774.27059,1.42,8,56.16,46,7,49.9,52.7,41,56.2,40.3,0.411,320628,10.76708622,45.2,7,1,1,0,0,0,1.78
California,2015,0.488,250.026866,13.9,1,38993940,155959,428,4.8,3.57,32.9,24,135.6,254.8,27,0.0692415283,1,3.98,10.65,37.37,4,0.01025800419,77402,198.4975101,49,46,47.5,5.9,38.4,30,49,2.27,29,81.8,31.4,830070,2128.715385,0.37,5,94.95,20,1,51.4,49,43.2,39.1,65,0.392,941696,2.414980379,30.8,3,1,0,0,0,1,1.03
Colorado,2015,0.458,52.5349409,9.9,16,5448819,103718,318.4,3.2,2.51,61.1,44.4,60.8,193.3,3,0.05505780243,1,9.91,20.03,49.48,1,0.01835260081,11835,217.2030306,13,29,21,4,21.1,41,42,2.77,28,90.7,38.1,425043,7800.644507,1.64,8,86.15,26,4,45.3,47.5,58.8,34.3,57.9,0.358,241752,4.436777951,36.9,4,1,0,0,0,1,1.11
Connecticut,2015,0.492,739.8823529,9.1,3,3584730,4845,221.4,3.2,2.23,22.3,16.3,81.6,114.3,2,0.0557922075,1,2.9,10.69,27.13,0,0,7918,220.8813495,43,45,44,10.3,14.7,32,50,2.41,11,89.9,37.6,124281,3466.95567,0.37,6,87.99,13,1,57.6,38.6,34.2,53.4,53.9,0.416,104980,2.928532972,27.4,4,0,0,1,0,0,0.82
Delaware,2015,0.452,483.1504606,11.1,10,944076,1954,504.2,6.6,5.6,38.2,27.2,131.3,328,1,0.1059236756,1,5.81,12.9,45.04,0,0,2239,237.1631097,41,39,40,21.6,8.7,29,55,3.68,5,88.4,30,50036,5299.997034,0.81,9,83.3,15,1,47,38.8,36.5,62.4,42.7,0.445,39346,4.167672942,32.3,1,1,0,1,0,0,1.23
Florida,2015,0.487,375.413318,16.2,28,20244914,53927,462.5,5.1,4.34,37.3,26.7,104.4,315.6,25,0.1234878054,1,8.04,15.81,50.85,1,0.004939512215,36287,179.2400798,38,16,27,16.1,23.7,37,44,2.6,26,86.9,27.3,364629,1801.0894,1.19,8,91.16,24,2,60.9,50.7,62.7,40.8,61,0.438,1462965,7.226333488,36.8,6,1,1,0,0,0,1.144
Georgia,2015,0.48,176.1371533,18.1,28,10199398,57906,381.3,6.1,5.72,31.9,23,123,220.3,20,0.1960900045,1,8.06,12.89,62.53,1,0.009804500226,19690,193.0506095,7,10,8.5,30.9,9.1,41,41,1.95,32,85.4,28.8,913539,8956.793332,1.17,8,75.07,38,6,63.2,60,68.8,38,56.9,0.437,1074799,10.53786704,41.8,7,1,1,0,0,0,1.38
Hawaii,2015,0.435,221.8833878,10.9,7,1425157,6423,247.7,2,0,37.8,26.8,76.1,131.8,0,0,0,3.07,14.04,21.87,0,0,2939,206.2228933,50,50,50,2,9.9,28,51,2.59,13,91,30.8,10951,768.4065685,0,9,91.93,25,1,50,50,50,50,50,0.369,13753,0.9650164859,27.2,1,0,0,0,0,1,0.99
Idaho,2015,0.453,19.97447642,12.3,44,1652828,82747,217.4,1.9,1.33,42.5,30.7,11.6,161.4,0,0,0,12.99,21.69,59.89,1,0.06050236322,2766,167.3495367,18,3,10.5,0.6,11.8,49,32,2.86,42,89.5,25.9,918388,55564.64436,1.62,8,70.58,21,6,40.7,52.9,44.5,44.2,44.7,0.356,150580,9.110445854,47.5,1,1,0,0,0,1,0.85
Illinois,2015,0.482,230.9845819,10.9,8,12839047,55584,387.5,5.9,5.38,38.4,28.1,117.3,226,25,0.1947185021,1,3.85,10.6,36.32,1,0.007788740083,13295,103.5512994,45,49,47,14.3,16.5,33,48,2.36,16,87.9,32.3,1310395,10206.32606,0.85,6,88.49,20,2,62.5,48.3,50.9,51.2,55.2,0.415,596639,4.647066095,32.4,4,0,0,0,1,0,0.34
Indiana,2015,0.452,184.3691416,13.5,23,6612768,35867,383.7,5.6,4.44,36.1,26.6,107.1,234.9,10,0.1512226045,1,7.81,14.5,53.86,0,0,8169,123.5337456,17,21,19,9.2,6.4,42,37,2.13,34,87.8,24.1,402951,6093.529971,1.37,7,72.44,31,6,48.9,50.2,56.2,59.3,44.9,0.409,704473,10.65322419,41.1,6,0,0,0,1,0,1.01
Iowa,2015,0.439,55.88066728,10.4,17,3121997,55869,276.1,2.3,1.5,38.6,28.1,33.6,201.5,2,0.0640615606,1,6.18,13.86,44.59,0,0,5183,166.0155343,40,20,30,3.2,5.4,41,40,2.39,12,91.5,26.7,766883,24563.86089,2.34,8,64.02,28,7,62.8,56.6,52.2,49.1,33.7,0.392,185253,5.933798143,40.1,5,0,0,0,1,0,1.02
Kansas,2015,0.46,35.52797164,14.2,50,2906721,81815,395,4.3,3.26,57.9,42.2,62.7,270.1,1,0.03440302664,1,7.69,16.38,46.95,0,0,5864,201.7393482,15,12,13.5,5.8,11.2,46,31,1.9,19,90.2,31,359445,12365.99591,1.4,8,74.2,31,7,45.5,48.9,50.8,49,40.1,0.397,217907,7.496660326,41.7,6,0,0,0,1,0,1.65
Kentucky,2015,0.478,111.3726087,19.5,43,4424611,39728,223.5,4.9,3.93,37.2,26.3,74.9,106.5,4,0.09040342756,1,11.28,17.54,64.31,2,0.04520171378,6321,142.8600164,8,15,11.5,7.9,3.3,44,43,1.97,27,84.2,22.3,504097,11393.02416,0.92,8,58.38,49,7,53.4,48.1,51.3,62.5,43,0.408,890180,20.11883079,40.9,7,1,1,0,0,0,1.6
Louisiana,2015,0.491,107.179652,18.6,44,4668960,43562,539.8,10.5,9.76,37.1,26.7,119.1,373,14,0.2998526438,1,10.02,15.46,64.81,6,0.1285082759,9118,195.2897433,37,22,29.5,32.1,4.7,41,43,2.59,47,83.4,22.5,611406,13095.12183,1.03,7,73.19,27,4,52.2,49.7,45,60.4,53.7,0.449,437042,9.360585655,44.1,6,1,1,0,0,0,2.22
Maine,2015,0.452,43.07734431,12.3,35,1329453,30862,129.8,1.7,1.05,34.7,25.3,23.4,70,0,0,0,9.63,17.68,54.47,0,0,2280,171.4991053,16,18,17,1.1,1.5,36,47,2.77,3,91.6,29,219149,16484.14799,0.8,10,38.66,14,3,44.2,32.8,24,71,50.8,0.374,102182,7.686018235,32.6,1,0,0,1,0,0,0.44
Maryland,2015,0.452,613.3602415,9.6,4,5994983,9774,470.1,9,7.41,28.6,20.2,168.7,263.9,13,0.2168479877,1,4.06,9.21,44.08,0,0,17379,289.8923984,44,41,42.5,29.5,9,31,55,2.14,7,89.4,37.9,282522,4712.640553,0.7,7,87.2,18,2,35.2,37.3,37.5,49.4,56.6,0.413,259963,4.336342572,31.8,5,1,1,0,0,0,1
Massachusetts,2015,0.485,865.3367347,11.5,5,6784240,7840,389.9,1.9,1.27,30.7,22.7,77.6,279.7,5,0.07370022287,1,1.74,9.45,18.41,0,0,17033,251.0671792,47,48,47.5,7.1,10.6,27,56,2.52,1,89.8,40.5,233037,3434.975767,0.28,6,91.97,9,1,44.4,40.7,32.2,63.8,59.6,0.396,236898,3.491887079,27.4,4,0,0,1,0,0,0.63
Michigan,2015,0.467,174.595363,12.8,15,9917715,56804,420.6,5.9,4.39,67.7,48.2,78.8,268.2,11,0.1109126447,1,6.97,14.21,49.05,0,0,16996,171.370119,36,29,32.5,14,4.7,34,47,2.24,41,89.6,26.9,1860075,18755.07614,0.98,7,74.57,25,4,55.2,54.7,53,48.6,43.4,0.402,518052,5.223501583,34.6,5,0,0,0,1,0,1.21
Minnesota,2015,0.449,68.86616003,7.8,12,5482435,79610,242.9,2.4,1.68,42.3,30.6,68.8,129.4,5,0.09120035167,1,5.54,13.3,41.65,1,0.01824007033,9211,168.0092878,39,44,41.5,5.5,5,39,46,2.73,6,92.4,33.7,1530603,27918.30637,1.5,7,73.27,19,6,52.9,61.6,52.5,43.4,38.5,0.392,171010,3.119234428,36.2,5,0,0,0,1,0,0.91
Mississippi,2015,0.476,63.73014689,19.1,49,2989390,46907,274,8.5,8.82,38.7,28.5,77.3,149.4,2,0.06690328127,1,9.76,14.4,67.78,2,0.06690328127,2415,80.78571214,24,1,12.5,37.4,2.9,44,42,2.24,50,82.3,20.7,362467,12125.11583,1.27,7,49.35,41,7,56.8,63.3,59.7,52,46.2,0.456,327110,10.94236617,47.9,9,1,1,0,0,0,1.23
Missouri,2015,0.463,88.20666028,9.8,41,6076204,68886,498.5,8.3,7.54,42.3,30.6,105,342.9,12,0.1974917235,1,9.94,17.29,57.49,0,0,14347,236.117813,29,6,17.5,11.5,3.9,41,42,2.52,22,88.4,27.1,1757411,28922.84393,1.29,8,70.44,36,6,62.9,59.3,60.8,48.3,45.7,0.415,592992,9.759251006,42.9,6,0,0,0,1,0,1.52
Montana,2015,0.462,7.090751072,11.9,37,1032073,145552,353.4,3.7,1.94,55.4,39.2,20.3,273.9,1,0.09689237099,1,16.84,26.33,63.96,0,0,1853,179.5415634,23,7,15,0.5,3.3,49,30,3.08,44,92.8,29.5,828067,80233.37496,4.89,10,55.89,28,7,33.1,52.3,56.1,43,55,0.357,69488,6.732857075,45.2,1,1,0,0,0,1,1.17
Nebraska,2015,0.447,24.63530284,10.3,21,1893765,76872,272.8,3.3,2.64,46.7,34.2,52.5,170.3,3,0.1584145868,1,6.01,11.76,51.11,1,0.05280486227,3722,196.5396974,34,18,26,4.7,10,47,36,2.27,10,90.7,29.3,343022,18113.22947,1.87,8,73.13,25,7,60,62.9,64.3,41.6,34.3,0.399,74139,3.914899684,41.7,6,0,0,0,1,0,0.53
Nevada,2015,0.455,26.25751644,13,27,2883758,109826,697.6,6.2,4.43,58.5,42.7,218,414.9,1,0.03467697359,1,10.14,19.3,52.54,1,0.03467697359,6299,218.4302566,22,43,32.5,8.4,27.5,37,46,3.32,49,85.1,23,118502,4109.290724,2.41,8,94.2,20,1,46.4,31.8,55.8,44,61.3,0.404,107699,3.734675378,35.7,2,1,0,0,0,1,2.29
New Hampshire,2015,0.435,148.3174621,7.3,22,1330111,8968,202.4,1.1,0.9,48.4,35.2,35.7,117.1,0,0,0,8.04,17.14,46.91,0,0,2632,197.8782222,5,3,4,1.3,3.2,35,46,4.72,23,92.3,34.9,182143,13693.81954,0.76,9,60.3,13,1,40.2,53.5,38,61.8,48.7,0.396,65400,4.916882877,36.9,1,0,0,1,0,0,0.3
New Jersey,2015,0.483,1204.72172,11.2,3,8935421,7417,256,4.1,3.05,15.4,11.4,108.9,127.7,9,0.1007227304,1,2.11,8.81,23.95,0,0,30272,338.7864993,46,41,43.5,13.5,19,30,51,2.35,8,88.6,36.8,275473,3082.932522,0.14,5,94.68,13,1,59.9,44.6,40.8,56.4,57.6,0.437,302160,3.3815978,29.6,4,0,0,1,0,0,0.89
New Mexico,2015,0.48,17.14235802,19.7,33,2080328,121356,657.2,5.6,4.36,79.9,58.5,119.5,452.2,2,0.09613868582,1,13.19,23.98,55.00,2,0.09613868582,977,46.96374802,28,13,20.5,2.1,47.4,37,48,2.25,46,84.2,26.3,218338,10495.36419,1.5,8,77.43,23,4,32.4,45.4,58.5,51.6,62,0.341,80953,3.891357517,37.1,1,1,0,0,0,1,1.52
New York,2015,0.514,418.2484644,14.2,6,19747183,47214,380.4,3.1,2.06,31.1,22.4,120.9,225.3,21,0.1063442821,1,2.13,8.35,25.51,2,0.01012802687,60821,307.9983611,42,47,44.5,15.6,18.4,28,53,2.17,17,85.6,34.2,1073132,5434.354865,0.39,5,87.87,10,1,47,29.8,37.7,62.7,64.5,0.411,783452,3.967411453,29.3,4,0,0,1,0,0,0.65
North Carolina,2015,0.478,206.0147811,15.3,25,10035186,48711,346.1,5.2,4.36,25.8,18.8,87.9,227.3,12,0.1195792485,1,7.84,14,56.00,0,0,23775,236.916386,33,24,28.5,21.5,8.8,41,43,2.1,18,85.8,28.4,322552,3214.210479,1.03,8,66.09,35,6,51,63.6,68.4,44.8,49.6,0.425,1123757,11.19816813,40,6,1,1,0,0,0,0.97
North Dakota,2015,0.466,10.97243969,10.7,28,756835,68976,257.5,2.8,1.45,51.7,37.7,21,182.1,0,0,0,10.04,16.38,61.29,0,0,1698,224.3553747,12,10,11,1.6,2.9,50,33,3.25,4,91.7,27.7,394044,52064.71688,1.57,8,59.9,22,8,52.4,52.4,51.4,49.6,21.8,0.391,21438,2.832585702,42.9,1,0,0,0,1,0,0.82
Ohio,2015,0.464,283.410423,13.6,19,11605090,40948,296.2,4.5,4.17,46.9,34.4,108.7,136.1,14,0.1206367206,1,7.41,14.21,52.15,1,0.008616908615,13256,114.2257406,30,27,28.5,12.2,3.4,42,40,2.03,21,89.1,26.1,1047714,9028.055793,0.75,7,77.92,29,5,54.6,45.9,46.5,58.5,46,0.421,924887,7.969666758,37.9,6,0,0,0,1,0,0.96
Oklahoma,2015,0.47,56.90381115,14.2,25,3907414,68667,428.6,6.1,5.65,50,36.3,77.2,295.2,4,0.1023694955,1,11.97,20.2,59.26,1,0.02559237388,7517,192.3778745,27,24,25.5,7.2,9.6,45,40,1.89,45,86.9,24.1,294230,7530.044167,1.44,9,66.24,47,6,39.7,54.3,54.7,52.1,42.2,0.399,356894,9.133764684,45,7,1,1,0,0,0,1.37
Oregon,2015,0.462,41.92458098,11.9,14,4024634,95997,265.4,2.7,2.33,41,29.6,53.7,167.9,2,0.04969395975,1,9.26,18.91,48.97,0,0,6538,162.4495544,26,36,31,1.8,12.3,42,47,2.7,40,89.8,30.8,1243257,30891.18166,2.59,9,81.03,29,2,30.9,59.1,45.8,39.5,58.8,0.343,190195,4.725771337,33.6,2,1,0,0,0,1,0.69
Pennsylvania,2015,0.469,285.4252627,12.3,13,12791904,44817,315.4,5.2,4.08,33.6,24.3,101.4,175.3,15,0.117261668,1,7.28,14.79,49.22,2,0.01563488907,25525,199.5402717,20,36,28,11,6.4,39,46,2.33,14,89.2,28.6,2538755,19846.5764,1.15,7,78.66,19,3,54.6,42.8,52.4,61.4,49.6,0.417,597679,4.672322431,37.1,5,0,0,1,0,0,1.16
Rhode Island,2015,0.473,1010.150239,11.8,9,1055607,1045,243,2.9,0.95,44.2,32.4,51.8,144,1,0.09473222516,1,3.79,12.02,31.53,0,0,2441,231.2413616,48,35,41.5,6.5,13.6,30,48,2.52,24,86.2,31.9,29516,2796.116358,0.61,7,90.73,14,1,43.3,35.2,48.5,61.9,59.4,0.404,24703,2.340170158,33.8,1,0,0,1,0,0,1.47
South Carolina,2015,0.47,162.5650614,14.3,28,4894834,30110,499.5,8.3,7.35,49.8,35.1,80.7,360.6,11,0.2247267221,1,9.58,15.15,63.23,1,0.02042970201,11470,234.328682,25,24,24.5,27.5,5.3,43,39,2.25,33,85.6,25.8,363765,7431.610551,0.73,9,66.33,35,6,60,55.4,69.6,45.7,55.3,0.454,580148,11.85225076,45.1,7,1,1,0,0,0,1.83
South Dakota,2015,0.444,11.30551492,13.9,40,857919,75885,384.9,3.8,1.75,58.3,42.8,25.1,297.7,1,0.1165611206,1,8.5,20.15,42.18,0,0,1501,174.958242,6,9,7.5,1.6,3.3,53,37,2.79,9,90.9,27,264338,30811.53349,2.74,9,56.65,25,8,58.7,56.7,55.8,36.1,41.9,0.382,29936,3.489373705,42.7,1,0,0,0,1,0,0.94
Tennessee,2015,0.479,160.008152,14.7,32,6595056,41217,618.9,6.3,5.5,42.5,30.8,113.7,456.4,11,0.1667916087,1,9.67,16.18,59.77,1,0.01516287352,16613,251.9008178,10,39,24.5,16.8,4.9,48,36,2.06,25,85.5,24.9,717304,10876.38983,1.36,8,66.39,52,7,51.3,66.6,62,49,50.1,0.421,1049247,15.90959955,44.9,7,1,1,0,0,0,2.1
Texas,2015,0.482,104.7744588,14.7,33,27429639,261797,412.7,4.8,4.04,44.9,32.6,116.4,246.6,19,0.06926813729,1,7.26,12.39,58.60,2,0.007291382872,45451,165.7003215,31,27,29,11.9,38.4,39,40,2.28,36,81.9,27.6,1467901,5351.514105,1.08,6,84.7,31,6,55.2,52.3,54.4,44.3,52.7,0.416,1344394,4.901245693,40.5,6,1,1,0,0,0,1.54
Utah,2015,0.425,36.40718738,9.3,37,2990632,82144,238.7,1.9,1.37,57,41.7,44.4,135.4,0,0,0,10.45,21.03,49.69,0,0,4865,162.6746454,21,33,27,1.1,13.4,54,30,1.39,37,91.2,31.1,334205,11175.06266,0.43,5,90.58,7,6,55.8,69.4,54.5,30.4,47.7,0.365,166961,5.58279989,46.9,4,1,0,0,0,1,0.54
Vermont,2015,0.445,67.68518919,10.7,41,626088,9250,119.3,1.6,1.76,24,16.6,16.8,77,1,0.159721956,1,9.42,16.45,57.26,0,0,1149,183.5205275,1,8,4.5,1.1,1.7,29,57,3.08,2,91.8,36,165923,26501.54611,0.51,8,38.9,11,4,26.5,60,38.2,55.8,54.2,0.384,45848,7.32293224,26.8,1,0,0,1,0,0,0.31
Virginia,2015,0.468,211.3347224,10.9,20,8367587,39594,199.6,4.7,3.29,29.9,21.1,53.3,111.8,5,0.05975438319,1,7.52,13.34,56.37,0,0,18769,224.3060036,11,32,21.5,19.2,8.6,43,39,2.12,20,88.3,36.3,786778,9402.68682,0.93,10,75.45,30,6,48.5,47.4,45.3,44.7,57.1,0.417,863822,10.32343016,37,5,1,1,0,0,0,1.27
Washington,2015,0.456,107.4408799,11.4,11,7160290,66644,286.4,3,2.26,38.8,28,76.1,168.4,1,0.01396591479,1,7.49,15.86,47.23,0,0,10341,144.4215248,19,36,27.5,3.6,12,33,44,2.26,48,90.4,32.9,667044,9315.879664,0.74,9,84.05,25,4,30.6,55.8,45,36.9,56.6,0.365,305537,4.267103707,34.3,4,1,0,0,0,1,1
